StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q2	Q3	Q4	Q5	Q6	Q8_1	Q8_2	Q8_3	Q8_4	Q8_5	Q8_6	Q8_7	Q8_8	Q8_9	Q8_10	Q8_11	Q8_12	Q8_13	Q8_14	Q8_15	Q9	Q10	Q11	Q12	Q13
2/21/22 14:38	2/21/22 14:41	IP Address	128.138.65.205	100	159	TRUE	2/21/22 14:41	R_263HUMnv7QDWX8c					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	She is open and inviting. She encourages complete participation and makes me feel welcome in class. My best TA this semester.	n/a	n/a	n/a	n/a
2/21/22 14:38	2/21/22 14:41	IP Address	174.242.240.63	100	199	TRUE	2/21/22 14:41	R_1GOM1EyMpf9j0bc					39.69929504	-104.8814011	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Freshman	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Very friendly	The program as a whole seems to have a pretty severe disconnect between the professors, TAs, and graders.	N/A	N/A	N/A
2/21/22 14:37	2/21/22 14:41	IP Address	128.138.65.138	100	250	TRUE	2/21/22 14:41	R_2Y51FUCXj4esaqk					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Female	Yes	Sophmore	CS Minor	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	I appreciate that they show up to office hours and recitation and being swag	Not really on the TA, but reading the screen and what is being presented is difficult during in person recitations	n/a	n/a	n/a
2/21/22 14:38	2/21/22 14:42	IP Address	128.138.65.104	100	198	TRUE	2/21/22 14:42	R_25zPvy1ASdMNY1Z					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Sophmore	CS Minor	Strongly Agree	Agree	Strongly Agree	Strongly Agree		Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	She is very kind and compassionate. She often relates to us when she was in undergrad and helps us understand in an informal format, making me feel comfortable to ask questions if I need to.	I think it would be good to try more interactive examples with class, and have us work together as a team maybe? 	N/A	N/A	N/A
2/21/22 14:38	2/21/22 14:42	IP Address	128.138.65.172	100	222	TRUE	2/21/22 14:42	R_3r05hUDD73W2YXy					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Agree	Agree	Agree	Neither Agree nor Disagree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	My TA is very enthusiastic about teaching their classes and make it enjoyable to learn and code.	Somehow fostering more participation from the class. The TA's teaching style is very good, but maybe changing something will make the class more participate more in discussions or group work.			No feedback.
2/21/22 14:38	2/21/22 14:42	IP Address	128.138.65.131	100	220	TRUE	2/21/22 14:42	R_PtzpI8EjDFsxGox					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Senior or Above	Interested in topic	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	She is very understanding and doesn't make you feel bad about asking questions that might come across as simple.	Nothing comes to mind.	I meet in person.	I meet in person.	No.
2/21/22 14:38	2/21/22 14:42	IP Address	128.138.65.141	100	232	TRUE	2/21/22 14:42	R_3iQfIxRK4YPmfRJ					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Freshman	CS Minor	Strongly Agree	Agree	Agree	Agree		Agree	Agree	Agree	Neither Agree nor Disagree	Agree			Strongly Agree	Strongly Agree	Agree	Nice and informative.	None			No
2/21/22 14:38	2/21/22 14:42	IP Address	128.138.65.103	100	230	TRUE	2/21/22 14:42	R_23axJNCHfu04B7S					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Male	No	Sophmore	CS Minor	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	She seems like a genuinely good person and she is also gorgeous so that's a plus . Also she rally tries to fix a problem even though its not her area of expertise (windows problem)  	N/A havent interacted with her that much to give an accurarte feedback 	N/A	N/A	Daniel Torres has helped me a lot 
2/21/22 14:38	2/21/22 14:42	IP Address	128.138.65.234	100	233	TRUE	2/21/22 14:42	R_1HplGexxiJbDb16					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Freshman	CS Major	Strongly Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	She is very nice, and she always is trying to get people involved in the class. Celebrate Jot for being a g in helping out and making recitations fun when possible.	I do not think I could ask for much more? She does the job.	She has online office hours.	I have not been to her office hours yet so I do not know.	No
2/21/22 14:40	2/21/22 14:43	IP Address	128.138.65.232	100	167	TRUE	2/21/22 14:43	R_3qdjEwC5Fr6fFbl					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Agree	Strongly Agree	Strongly Agree		Agree	Agree	Agree	Agree	Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Strongly Agree	They explain topics in a way that is far more easy to follow than lectures.	Would like to do additional examples as a class.	NA	NA	NA
2/21/22 14:39	2/21/22 14:43	IP Address	174.212.228.2	100	197	TRUE	2/21/22 14:43	R_3qNzGU7iktWSCW9					39.73880005	-104.9868011	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Freshman	Interested in topic	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Nice, understanding	None	N/A	N/A	No
2/21/22 14:38	2/21/22 14:43	IP Address	174.198.135.159	100	270	TRUE	2/21/22 14:43	R_1OJCtYEnkFsAzjO					39.76280212	-105.0262985	anonymous	EN	1300 - Baljot Kaur	Male	No	Sophmore	CS Minor	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	She is readily available through email and helps me when required. 	Nothing specific. She is doing well. I just hope her oH are via zoom as well. 	N/A	N/A	OH on zoom would be nice and maybe if she can host oH on Saturdays would be good since hws/project are due on Saturday/Sunday. 
2/21/22 14:38	2/21/22 14:43	IP Address	128.138.65.242	100	273	TRUE	2/21/22 14:43	R_yR3IRtOJSBe6ahr					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Freshman	CS Minor	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	I appreciate that my TA always helps explain what we are going over for course material with detailed example. I would like to celebrate her teaching abilities I feel I learn the most in my recitation.	I would suggest no areas of improvement I find this recitation extremely helpful.	I have not participated in any remote learning.	No improvements necessary. 	No
2/21/22 14:38	2/21/22 14:43	IP Address	128.138.65.134	100	299	TRUE	2/21/22 14:43	R_27eP4nyTZkzGYdG					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Female	Yes	Freshman	Topic is useful for my career	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Neither Agree nor Disagree	She really tries to make sure everyone understands what is going on during class and helps out the people who need it.	An area of improvement might be spacing out class time a little bit better. We tend to sometimes focus on stuff that isn't as important and then don't have as much time to work on the actual assignment. 	Not in remote learning	Not in remote learning 	Have not visited another recitation besides my own.
2/21/22 14:38	2/21/22 14:43	IP Address	128.138.65.238	100	318	TRUE	2/21/22 14:43	R_1DpaXc7D0NDk7FT					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Female	Yes	Senior or Above	Fulfilling a requirement outside of CS	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	She's very willing to answer any questions no matter how basic they are, and she is also comfortable saying that she doesn't know but she'll find out.	I think she's wonderful honestly. 	She participated in the breakout groups. 	N/A.	N/A.
2/21/22 14:38	2/21/22 14:43	IP Address	128.138.65.60	100	288	TRUE	2/21/22 14:43	R_eDHzHUKJmsmzBS1					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Female	No	Junior	Fulfilling a requirement outside of CS	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	I love how my TA is a female mainly because there isn't a lot of females in stem and it makes me feel way more comfortable as a woman too. 	Maybe just the attendance thing 	Her slideshow is pretty helpful and cute 	nothing 	 no 
2/21/22 14:39	2/21/22 14:43	IP Address	128.138.65.248	100	283	TRUE	2/21/22 14:43	R_3Emc4JUaExbcg8G					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Freshman	CS Major	Strongly Agree	Strongly Agree	Agree	Agree		Agree	Agree	Strongly Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	I enjoy her teaching style and ability to help debug issues and help me work through and see the process of finding reasons for errors	I don't feel like she is as comfortable with windows os compared to apple and even though she can still help, it would be easier if she was more familiar with it.	we do not have remote learning	N/A	no
2/21/22 14:40	2/21/22 14:43	IP Address	128.138.65.217	100	235	TRUE	2/21/22 14:43	R_2Y8JbH2hJf7XCBV					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Prefer not to answer	CS Minor	Strongly Agree	Agree	Agree	Agree		Neither Agree nor Disagree	Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Its fine	My TA is great, the CS department seems to have no idea what its doing.	n/a	n/a	no the TAs are great
2/21/22 14:39	2/21/22 14:44	IP Address	128.138.65.129	100	250	TRUE	2/21/22 14:44	R_1lryEwb0nxbxOsJ					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Sophmore	Fulfilling a requirement outside of CS	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	She is very knowledgeable and eager to help when it comes to office hours. 	Maybe could include more specific coding examples when it comes to writing code in recitation rather than just debugging examples. 	n/a	n/a	All TA's seem very knowledgeable and it makes it easy to go and get help.
2/21/22 14:42	2/21/22 14:44	IP Address	128.138.65.219	100	109	TRUE	2/21/22 14:44	R_bd5QXk3QrsdY7K1					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Agree	Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	She is helpful without being pushy and easy to understand.	N/A	She understands how to use zoom and make sure that the class can understand her.	N/A	N/A
2/21/22 14:39	2/21/22 14:44	IP Address	128.138.65.73	100	309	TRUE	2/21/22 14:44	R_3aXSWKBdFj7GfId					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Sophmore	CS Minor	Strongly Agree	Agree	Strongly Agree	Strongly Agree		Strongly Agree	Agree	Agree	Disagree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	I appreciate how easy she is to understand. The examples she gives are brief and straight to the point.	She sometimes loses control of the class and people talk over her.	NA	NA	NA
2/21/22 14:41	2/21/22 14:44	IP Address	128.138.65.72	100	237	TRUE	2/21/22 14:44	R_1n78bTHYl3atF0k					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	She always makes sure everyone knows what is going on during the instruction.	I cannot think of any ways for her to improve at the moment.	I dont do remote learning.	I dont do remote learning	No.
2/21/22 14:39	2/21/22 14:45	IP Address	128.138.65.222	100	306	TRUE	2/21/22 14:45	R_3g57pBgnNVWkDZR					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Agree	Agree	Disagree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	She does a really good job at explaining problems fully and doing example problems for the class.	I don't hear much about office hours, but nothing else.	Showed good example problems.	nothing	no
2/21/22 14:38	2/21/22 14:45	IP Address	128.138.65.88	100	385	TRUE	2/21/22 14:45	R_3iyxrDDmBapMT54					40.01280212	-105.2759018	anonymous	EN	1300 - Baljot Kaur	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Neither Agree nor Disagree	Agree	Agree		Neither Agree nor Disagree	Neither Agree nor Disagree	Agree	Strongly Agree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	I like her style of approach of getting each group to work together on the practice before coming together to explain it	There have been problems with recitation attendance tracking that have been really bad.	NA	NA	NA
2/18/22 12:18	2/18/22 12:18	IP Address	128.138.65.217	50	58	FALSE	3/4/22 12:19	R_2uVBy97qtkO4HX5							anonymous	EN	1300 - Baljot Kaur	Male	Yes	Senior or Above	Interested in topic																				
2/17/22 16:36	2/17/22 16:38	IP Address	174.248.153.19	100	159	TRUE	2/17/22 16:38	R_AvpXjfp8X2rIN7H					39.73010254	-104.9077988	anonymous	EN	1300 - Daniel Torres	Male	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Neither Agree nor Disagree	Disagree	Disagree		Agree	Agree	Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree	Agree		Neither Agree nor Disagree		Specify what topic he is focusing on before writing code for 10 minutes+			No
2/18/22 9:02	2/18/22 9:05	IP Address	128.138.65.121	100	197	TRUE	2/18/22 9:05	R_3FWBq29Zt7NmCOG					40.01280212	-105.2759018	anonymous	EN	1300 - Daniel Torres	Female	Yes	Sophmore	Interested in topic	Agree	Agree	Agree	Agree		Agree	Agree	Neither Agree nor Disagree	Agree	Agree			Neither Agree nor Disagree	Agree	Agree	My TA is easy to understand and makes sure to answer all questions.	I think if he were to go over homework problems and how to get started on them, it would help tremendously.	N/A	N/A	N/A
2/18/22 19:00	2/18/22 19:02	IP Address	128.138.65.92	100	120	TRUE	2/18/22 19:02	R_3j7DaqpKuAAJxbg					40.01280212	-105.2759018	anonymous	EN	1300 - Daniel Torres	Male	Yes	Freshman	Interested in topic	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Neither Agree nor Disagree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	thorough in his teaching.	office hours are mess, and I know TA's do their best.	not remote.	not remote	no
2/18/22 11:02	2/18/22 11:03	IP Address	128.138.65.193	50	39	FALSE	3/4/22 11:03	R_2uKAh7sJhjix7mK							anonymous	EN	1300 - Daniel Torres	Male	Yes	Freshman	CS Minor																				
2/18/22 11:14	2/18/22 11:14	IP Address	128.138.65.54	50	27	FALSE	3/4/22 11:15	R_3sgXFauOSjS4LqO							anonymous	EN	1300 - Daniel Torres	Male	Yes	Sophmore	Topic is useful for my career																				
2/18/22 15:22	2/18/22 15:40	IP Address	52.12.95.57	50	1074	FALSE	3/4/22 15:40	R_UbFsrZEO4vcaOxr							anonymous	EN	1300 - Daniel Torres	Male	Yes	Sophmore	Topic is useful for my career																				
2/17/22 16:45	2/17/22 16:51	IP Address	128.138.65.61	100	350	TRUE	2/17/22 16:51	R_1jMQ4TKLcezo5cs					40.01280212	-105.2759018	anonymous	EN	1300 - Morgan Byers	Female	Yes	Freshman	Topic is useful for my career	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	I appreciate her patience and willingness to help me. No matter if it's in recitation or outside, she doesn't judge the simplicity of my questions and makes sure that I understand the course content. One aspect you should celebrate is her willingness to help anyone, and her patience. 	My only constructive feedback for Morgan is that sometimes, her explanations/feedback for our code/homework/classwork is a bit unaccessible. I remember in the first week, I was very lost because I had no coding experience but I went into recitation with the expectation that I knew what certain aspects of code meant, like #include <iostream> or what cout means. There are other times later in the semester where I have difficulty grasping certain concepts like loops, and sometimes it's difficult for me to pick up what she's saying. 			be wary that majority of the students in this course have never coded in their life before! 
2/17/22 16:51	2/17/22 16:54	IP Address	174.215.16.254	100	165	TRUE	2/17/22 16:54	R_3qNy6rqmWXxUJKg					39.73880005	-104.9868011	anonymous	EN	1300 - Morgan Byers	Non-Binary	Yes	Freshman	Fulfilling a requirement outside of CS	Strongly Agree	Agree	Agree	Strongly Agree	Agree	Agree	Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	They are super friendly and makes concepts easy to understand. 	I think that what they are doing is good 			Nope
